year,month,day,hour,holiday,weekend,station,energy
2004,10,29,4,1,0,1,9006
2004,10,29,5,1,0,1,9042
2004,10,29,6,1,0,1,9435
2004,10,29,7,1,0,1,10358
2004,10,29,8,1,0,1,10670
2004,10,29,9,1,0,1,10662
2004,10,29,10,1,0,1,11129
2004,10,29,11,1,0,1,11679
2004,10,29,12,1,0,1,12081
2004,10,29,13,1,0,1,12413
2004,10,29,14,1,0,1,12577
2004,10,29,15,1,0,1,12657
2004,10,29,16,1,0,1,12929
2004,10,29,17,1,0,1,13062
2004,10,29,18,1,0,1,12790
2004,10,29,19,1,0,1,12285
2004,10,29,20,1,0,1,12235
2004,10,29,21,1,0,1,11861
2004,10,29,22,1,0,1,11434
2004,10,29,23,1,0,1,10905
2004,10,29,24,1,0,1,10304
2004,10,30,1,0,1,1,9967
2004,10,30,2,0,1,1,9497
2004,10,30,3,0,1,1,9159
2004,10,30,4,0,1,1,8903
2004,10,30,5,0,1,1,8784
2004,10,30,6,0,1,1,8862
2004,10,30,7,0,1,1,9031
2004,10,30,8,0,1,1,9192
2004,10,30,9,0,1,1,9456
2004,10,30,10,0,1,1,10187
2004,10,30,11,0,1,1,10871
2004,10,30,12,0,1,1,11428
2004,10,30,13,0,1,1,11897
2004,10,30,14,0,1,1,12185
2004,10,30,15,0,1,1,12376
2004,10,30,16,0,1,1,12386
2004,10,30,17,0,1,1,12346
2004,10,30,18,0,1,1,12058
2004,10,30,19,0,1,1,11776
2004,10,30,20,0,1,1,11838
2004,10,30,21,0,1,1,11525
2004,10,30,22,0,1,1,11094
2004,10,30,23,0,1,1,10607
2004,10,30,24,0,1,1,10156
2004,10,31,1,1,1,1,9454
2004,10,31,2,1,1,1,8992
2004,10,31,2,1,1,1,8701
2004,10,31,3,1,1,1,8502
2004,10,31,4,1,1,1,8361
2004,10,31,5,1,1,1,8290
2004,10,31,6,1,1,1,8325
2004,10,31,7,1,1,1,8342
2004,10,31,8,1,1,1,8587
2004,10,31,9,1,1,1,9398
2004,10,31,10,1,1,1,10094
2004,10,31,11,1,1,1,10680
2004,10,31,12,1,1,1,11251
2004,10,31,13,1,1,1,11723
2004,10,31,14,1,1,1,12090
2004,10,31,15,1,1,1,12235
2004,10,31,16,1,1,1,12143
2004,10,31,17,1,1,1,11950
2004,10,31,18,1,1,1,11882
2004,10,31,19,1,1,1,11898
2004,10,31,20,1,1,1,11586
2004,10,31,21,1,1,1,11373
2004,10,31,22,1,1,1,10976
2004,10,31,23,1,1,1,10405
2004,10,31,24,1,1,1,9752
2004,11,1,1,1,0,1,9254
2004,11,1,2,1,0,1,9041
2004,11,1,3,1,0,1,8926
2004,11,1,4,1,0,1,8899
2004,11,1,5,1,0,1,8972
2004,11,1,6,1,0,1,9324
2004,11,1,7,1,0,1,9947
2004,11,1,8,1,0,1,9987
2004,11,1,9,1,0,1,10011
2004,11,1,10,1,0,1,10157
2004,11,1,11,1,0,1,10296
2004,11,1,12,1,0,1,10368
2004,11,1,13,1,0,1,10304
2004,11,1,14,1,0,1,10298
2004,11,1,15,1,0,1,10245
2004,11,1,16,1,0,1,10130
2004,11,1,17,1,0,1,10122
2004,11,1,18,1,0,1,10244
2004,11,1,19,1,0,1,10447
2004,11,1,20,1,0,1,10301
2004,11,1,21,1,0,1,10094
2004,11,1,22,1,0,1,9748
2004,11,1,23,1,0,1,9177
2004,11,1,24,1,0,1,8603
2004,11,2,1,1,0,1,8289
2004,11,2,2,1,0,1,8001
2004,11,2,3,1,0,1,7793
2004,11,2,4,1,0,1,7743
2004,11,2,5,1,0,1,7790
2004,11,2,6,1,0,1,8107
2004,11,2,7,1,0,1,8760
2004,11,2,8,1,0,1,8932
2004,11,2,9,1,0,1,8902
2004,11,2,10,1,0,1,9051
2004,11,2,11,1,0,1,9085
2004,11,2,12,1,0,1,9118
2004,11,2,13,1,0,1,9133
2004,11,2,14,1,0,1,9151
2004,11,2,15,1,0,1,9114
2004,11,2,16,1,0,1,9060
2004,11,2,17,1,0,1,9077
2004,11,2,18,1,0,1,9277
2004,11,2,19,1,0,1,9387
2004,11,2,20,1,0,1,9136
2004,11,2,21,1,0,1,8888
2004,11,2,22,1,0,1,8341
2004,11,2,23,1,0,1,7877
2004,11,2,24,1,0,1,7413
2004,11,3,1,0,0,1,7009
2004,11,3,2,0,0,1,6785
2004,11,3,3,0,0,1,6699
2004,11,3,4,0,0,1,6637
2004,11,3,5,0,0,1,6715
2004,11,3,6,0,0,1,7128
2004,11,3,7,0,0,1,7861
2004,11,3,8,0,0,1,8140
2004,11,3,9,0,0,1,8199
2004,11,3,10,0,0,1,8358
2004,11,3,11,0,0,1,8502
2004,11,3,12,0,0,1,8551
2004,11,3,13,0,0,1,8559
2004,11,3,14,0,0,1,8568
2004,11,3,15,0,0,1,8622
2004,11,3,16,0,0,1,8641
2004,11,3,17,0,0,1,8773
2004,11,3,18,0,0,1,8907
2004,11,3,19,0,0,1,9169
2004,11,3,20,0,0,1,9028
2004,11,3,21,0,0,1,8905
2004,11,3,22,0,0,1,8509
2004,11,3,23,0,0,1,7921
2004,11,3,24,0,0,1,7399
2004,11,4,1,1,0,1,7106
2004,11,4,2,1,0,1,6894
2004,11,4,3,1,0,1,6735
2004,11,4,4,1,0,1,6773
2004,11,4,5,1,0,1,6939
2004,11,4,6,1,0,1,7462
2004,11,4,7,1,0,1,8178
2004,11,4,8,1,0,1,8350
2004,11,4,9,1,0,1,8325
2004,11,4,10,1,0,1,8484
2004,11,4,11,1,0,1,8593
2004,11,4,12,1,0,1,8608
2004,11,4,13,1,0,1,8633
2004,11,4,14,1,0,1,8656
2004,11,4,15,1,0,1,8701
2004,11,4,16,1,0,1,8717
2004,11,4,17,1,0,1,8761
2004,11,4,18,1,0,1,8902
2004,11,4,19,1,0,1,9138
2004,11,4,20,1,0,1,8952
2004,11,4,21,1,0,1,8795
2004,11,4,22,1,0,1,8428
2004,11,4,23,1,0,1,7899
2004,11,4,24,1,0,1,7398
2004,11,5,1,0,0,1,7032
2004,11,5,2,0,0,1,6830
2004,11,5,3,0,0,1,6704
2004,11,5,4,0,0,1,6669
2004,11,5,5,0,0,1,6823
2004,11,5,6,0,0,1,7337
2004,11,5,7,0,0,1,8084
2004,11,5,8,0,0,1,8199
2004,11,5,9,0,0,1,8191
2004,11,5,10,0,0,1,8245
2004,11,5,11,0,0,1,8330
2004,11,5,12,0,0,1,8453
2004,11,5,13,0,0,1,8468
2004,11,5,14,0,0,1,8572
2004,11,5,15,0,0,1,8639
2004,11,5,16,0,0,1,8673
2004,11,5,17,0,0,1,8699
2004,11,5,18,0,0,1,8748
2004,11,5,19,0,0,1,8962
2004,11,5,20,0,0,1,8667
2004,11,5,21,0,0,1,8533
2004,11,5,22,0,0,1,8279
2004,11,5,23,0,0,1,7896
2004,11,5,24,0,0,1,7496
2004,11,6,1,1,1,1,7118
2004,11,6,2,1,1,1,6829
2004,11,6,3,1,1,1,6685
2004,11,6,4,1,1,1,6622
2004,11,6,5,1,1,1,6682
2004,11,6,6,1,1,1,6763
2004,11,6,7,1,1,1,6917
2004,11,6,8,1,1,1,7071
2004,11,6,9,1,1,1,7381
2004,11,6,10,1,1,1,7560
2004,11,6,11,1,1,1,7743
2004,11,6,12,1,1,1,7869
2004,11,6,13,1,1,1,7986
2004,11,6,14,1,1,1,8102
2004,11,6,15,1,1,1,8259
2004,11,6,16,1,1,1,8399
2004,11,6,17,1,1,1,8426
2004,11,6,18,1,1,1,8537
2004,11,6,19,1,1,1,8803
2004,11,6,20,1,1,1,8525
2004,11,6,21,1,1,1,8396
2004,11,6,22,1,1,1,8123
2004,11,6,23,1,1,1,7789
2004,11,6,24,1,1,1,7378
2004,11,7,1,0,1,1,7066
2004,11,7,2,0,1,1,6807
2004,11,7,3,0,1,1,6652
2004,11,7,4,0,1,1,6573
2004,11,7,5,0,1,1,6565
2004,11,7,6,0,1,1,6588
2004,11,7,7,0,1,1,6598
2004,11,7,8,0,1,1,6587
2004,11,7,9,0,1,1,7013
2004,11,7,10,0,1,1,7330
2004,11,7,11,0,1,1,7558
2004,11,7,12,0,1,1,7830
2004,11,7,13,0,1,1,8134
2004,11,7,14,0,1,1,8404
2004,11,7,15,0,1,1,8640
2004,11,7,16,0,1,1,8749
2004,11,7,17,0,1,1,8793
2004,11,7,18,0,1,1,8916
2004,11,7,19,0,1,1,9135
2004,11,7,20,0,1,1,8909
2004,11,7,21,0,1,1,8646
2004,11,7,22,0,1,1,8392
2004,11,7,23,0,1,1,7924
2004,11,7,24,0,1,1,7388
2004,11,8,1,0,0,1,7074
2004,11,8,2,0,0,1,6863
2004,11,8,3,0,0,1,6766
2004,11,8,4,0,0,1,6758
2004,11,8,5,0,0,1,6886
2004,11,8,6,0,0,1,7364
2004,11,8,7,0,0,1,8122
2004,11,8,8,0,0,1,8352
2004,11,8,9,0,0,1,8489
2004,11,8,10,0,0,1,8710
2004,11,8,11,0,0,1,9078
2004,11,8,12,0,0,1,9289
2004,11,8,13,0,0,1,9453
2004,11,8,14,0,0,1,9708
2004,11,8,15,0,0,1,9864
2004,11,8,16,0,0,1,9934
2004,11,8,17,0,0,1,9897
2004,11,8,18,0,0,1,9869
2004,11,8,19,0,0,1,10010
2004,11,8,20,0,0,1,9694
2004,11,8,21,0,0,1,9424
2004,11,8,22,0,0,1,8932
2004,11,8,23,0,0,1,8400
2004,11,8,24,0,0,1,7867
2004,11,9,1,0,0,1,7389
2004,11,9,2,0,0,1,7128
2004,11,9,3,0,0,1,6949
2004,11,9,4,0,0,1,6873
2004,11,9,5,0,0,1,6961
2004,11,9,6,0,0,1,7329
2004,11,9,7,0,0,1,7977
2004,11,9,8,0,0,1,8134
2004,11,9,9,0,0,1,8156
2004,11,9,10,0,0,1,8367
2004,11,9,11,0,0,1,8596
2004,11,9,12,0,0,1,8810
2004,11,9,13,0,0,1,9024
2004,11,9,14,0,0,1,9224
2004,11,9,15,0,0,1,9341
2004,11,9,16,0,0,1,9396
2004,11,9,17,0,0,1,9420
2004,11,9,18,0,0,1,9538
2004,11,9,19,0,0,1,9640
2004,11,9,20,0,0,1,9364
2004,11,9,21,0,0,1,9156
2004,11,9,22,0,0,1,8766
2004,11,9,23,0,0,1,8122
2004,11,9,24,0,0,1,7643
2004,11,10,1,1,0,1,7161
2004,11,10,2,1,0,1,6949
2004,11,10,3,1,0,1,6824
2004,11,10,4,1,0,1,6761
2004,11,10,5,1,0,1,6854
2004,11,10,6,1,0,1,7259
2004,11,10,7,1,0,1,8006
2004,11,10,8,1,0,1,8210
2004,11,10,9,1,0,1,8260
2004,11,10,10,1,0,1,8627
2004,11,10,11,1,0,1,9022
2004,11,10,12,1,0,1,9389
2004,11,10,13,1,0,1,9696
2004,11,10,14,1,0,1,9861
2004,11,10,15,1,0,1,10079
2004,11,10,16,1,0,1,10234
2004,11,10,17,1,0,1,10267
2004,11,10,18,1,0,1,10304
2004,11,10,19,1,0,1,10404
2004,11,10,20,1,0,1,10103
2004,11,10,21,1,0,1,9824
2004,11,10,22,1,0,1,9380
2004,11,10,23,1,0,1,8816
2004,11,10,24,1,0,1,8165
2004,11,11,1,1,0,1,7498
2004,11,11,2,1,0,1,7239
2004,11,11,3,1,0,1,7091
2004,11,11,4,1,0,1,7045
2004,11,11,5,1,0,1,7136
2004,11,11,6,1,0,1,7551
2004,11,11,7,1,0,1,8231
2004,11,11,8,1,0,1,8478
2004,11,11,9,1,0,1,8599
2004,11,11,10,1,0,1,8812
2004,11,11,11,1,0,1,8974
2004,11,11,12,1,0,1,9052
2004,11,11,13,1,0,1,9135
2004,11,11,14,1,0,1,9272
2004,11,11,15,1,0,1,9324
2004,11,11,16,1,0,1,9313
2004,11,11,17,1,0,1,9247
2004,11,11,18,1,0,1,9347
2004,11,11,19,1,0,1,9262
2004,11,11,20,1,0,1,8974
2004,11,11,21,1,0,1,8888
2004,11,11,22,1,0,1,8524
2004,11,11,23,1,0,1,7987
2004,11,11,24,1,0,1,7452
2004,11,12,1,0,0,1,7156
2004,11,12,2,0,0,1,6968
2004,11,12,3,0,0,1,6811
2004,11,12,4,0,0,1,6759
2004,11,12,5,0,0,1,6901
2004,11,12,6,0,0,1,7359
2004,11,12,7,0,0,1,8010
2004,11,12,8,0,0,1,8223
2004,11,12,9,0,0,1,8509
2004,11,12,10,0,0,1,8667
2004,11,12,11,0,0,1,8753
2004,11,12,12,0,0,1,8710
2004,11,12,13,0,0,1,8609
2004,11,12,14,0,0,1,8600
2004,11,12,15,0,0,1,8547
2004,11,12,16,0,0,1,8513
2004,11,12,17,0,0,1,8649
2004,11,12,18,0,0,1,9023
2004,11,12,19,0,0,1,9017
2004,11,12,20,0,0,1,8757
2004,11,12,21,0,0,1,8676
2004,11,12,22,0,0,1,8426
2004,11,12,23,0,0,1,8013
2004,11,12,24,0,0,1,7624
2004,11,13,1,0,1,1,7354
2004,11,13,2,0,1,1,7103
2004,11,13,3,0,1,1,6876
2004,11,13,4,0,1,1,6793
2004,11,13,5,0,1,1,6810
2004,11,13,6,0,1,1,6934
2004,11,13,7,0,1,1,7140
2004,11,13,8,0,1,1,7346
2004,11,13,9,0,1,1,7685
2004,11,13,10,0,1,1,7860
2004,11,13,11,0,1,1,7998
2004,11,13,12,0,1,1,8007
2004,11,13,13,0,1,1,7959
2004,11,13,14,0,1,1,7831
2004,11,13,15,0,1,1,7744
2004,11,13,16,0,1,1,7736
2004,11,13,17,0,1,1,7909
2004,11,13,18,0,1,1,8299
2004,11,13,19,0,1,1,8427
2004,11,13,20,0,1,1,8345
2004,11,13,21,0,1,1,8279
2004,11,13,22,0,1,1,8111
2004,11,13,23,0,1,1,7858
2004,11,13,24,0,1,1,7531
2004,11,14,1,1,1,1,7240
2004,11,14,2,1,1,1,7009
2004,11,14,3,1,1,1,6830
2004,11,14,4,1,1,1,6685
2004,11,14,5,1,1,1,6726
2004,11,14,6,1,1,1,6787
2004,11,14,7,1,1,1,6875
2004,11,14,8,1,1,1,6971
2004,11,14,9,1,1,1,7330
2004,11,14,10,1,1,1,7635
2004,11,14,11,1,1,1,7739
2004,11,14,12,1,1,1,7790
2004,11,14,13,1,1,1,7873
2004,11,14,14,1,1,1,7870
2004,11,14,15,1,1,1,7883
2004,11,14,16,1,1,1,7920
2004,11,14,17,1,1,1,8038
2004,11,14,18,1,1,1,8423
2004,11,14,19,1,1,1,8602
2004,11,14,20,1,1,1,8566
2004,11,14,21,1,1,1,8438
2004,11,14,22,1,1,1,8169
2004,11,14,23,1,1,1,7838
2004,11,14,24,1,1,1,7396
2004,11,15,1,0,0,1,7131
2004,11,15,2,0,0,1,6896
2004,11,15,3,0,0,1,6770
2004,11,15,4,0,0,1,6739
2004,11,15,5,0,0,1,6887
2004,11,15,6,0,0,1,7315
2004,11,15,7,0,0,1,7954
2004,11,15,8,0,0,1,8132
2004,11,15,9,0,0,1,8186
2004,11,15,10,0,0,1,8355
2004,11,15,11,0,0,1,8530
2004,11,15,12,0,0,1,8616
2004,11,15,13,0,0,1,8632
2004,11,15,14,0,0,1,8682
2004,11,15,15,0,0,1,8670
2004,11,15,16,0,0,1,8694
2004,11,15,17,0,0,1,8749
2004,11,15,18,0,0,1,9086
2004,11,15,19,0,0,1,9176
2004,11,15,20,0,0,1,9118
2004,11,15,21,0,0,1,8962
2004,11,15,22,0,0,1,8593
2004,11,15,23,0,0,1,8071
2004,11,15,24,0,0,1,7514
2004,11,16,1,1,0,1,6880
2004,11,16,2,1,0,1,6702
2004,11,16,3,1,0,1,6578
2004,11,16,4,1,0,1,6549
2004,11,16,5,1,0,1,6648
2004,11,16,6,1,0,1,7022
2004,11,16,7,1,0,1,7773
2004,11,16,8,1,0,1,8097
2004,11,16,9,1,0,1,8347
2004,11,16,10,1,0,1,8581
2004,11,16,11,1,0,1,8731
2004,11,16,12,1,0,1,8897
2004,11,16,13,1,0,1,9013
2004,11,16,14,1,0,1,9165
2004,11,16,15,1,0,1,9275
2004,11,16,16,1,0,1,9405
2004,11,16,17,1,0,1,9434
2004,11,16,18,1,0,1,9656
2004,11,16,19,1,0,1,9602
2004,11,16,20,1,0,1,9392
2004,11,16,21,1,0,1,9255
2004,11,16,22,1,0,1,8897
2004,11,16,23,1,0,1,8313
2004,11,16,24,1,0,1,7781
2004,11,17,1,1,0,1,7468
2004,11,17,2,1,0,1,7173
2004,11,17,3,1,0,1,6926
2004,11,17,4,1,0,1,6807
2004,11,17,5,1,0,1,6863
2004,11,17,6,1,0,1,7337
2004,11,17,7,1,0,1,8076
2004,11,17,8,1,0,1,8426
2004,11,17,9,1,0,1,8493
2004,11,17,10,1,0,1,8759
2004,11,17,11,1,0,1,9037
2004,11,17,12,1,0,1,9241
2004,11,17,13,1,0,1,9375
2004,11,17,14,1,0,1,9470
2004,11,17,15,1,0,1,9542
2004,11,17,16,1,0,1,9612
2004,11,17,17,1,0,1,9752
2004,11,17,18,1,0,1,9951
2004,11,17,19,1,0,1,10063
2004,11,17,20,1,0,1,9811
2004,11,17,21,1,0,1,9562
2004,11,17,22,1,0,1,9137
2004,11,17,23,1,0,1,8583
2004,11,17,24,1,0,1,7860
2004,11,18,1,1,0,1,7388
2004,11,18,2,1,0,1,7141
2004,11,18,3,1,0,1,6964
2004,11,18,4,1,0,1,6884
2004,11,18,5,1,0,1,7055
2004,11,18,6,1,0,1,7509
2004,11,18,7,1,0,1,8231
2004,11,18,8,1,0,1,8434
2004,11,18,9,1,0,1,8573
2004,11,18,10,1,0,1,8778
2004,11,18,11,1,0,1,8929
2004,11,18,12,1,0,1,9075
2004,11,18,13,1,0,1,9257
2004,11,18,14,1,0,1,9388
2004,11,18,15,1,0,1,9372
2004,11,18,16,1,0,1,9430
2004,11,18,17,1,0,1,9489
2004,11,18,18,1,0,1,9724
2004,11,18,19,1,0,1,9785
2004,11,18,20,1,0,1,9560
2004,11,18,21,1,0,1,9329
2004,11,18,22,1,0,1,8952
2004,11,18,23,1,0,1,8426
2004,11,18,24,1,0,1,7799
2004,11,19,1,1,0,1,7365
2004,11,19,2,1,0,1,7082
2004,11,19,3,1,0,1,6897
2004,11,19,4,1,0,1,6893
2004,11,19,5,1,0,1,6990
2004,11,19,6,1,0,1,7388
2004,11,19,7,1,0,1,8099
2004,11,19,8,1,0,1,8274
2004,11,19,9,1,0,1,8286
2004,11,19,10,1,0,1,8507
2004,11,19,11,1,0,1,8819
2004,11,19,12,1,0,1,9009
2004,11,19,13,1,0,1,9205
2004,11,19,14,1,0,1,9321
2004,11,19,15,1,0,1,9378
2004,11,19,16,1,0,1,9345
2004,11,19,17,1,0,1,9393
2004,11,19,18,1,0,1,9661
2004,11,19,19,1,0,1,9718
2004,11,19,20,1,0,1,9425
2004,11,19,21,1,0,1,9197
2004,11,19,22,1,0,1,8877
2004,11,19,23,1,0,1,8471
2004,11,19,24,1,0,1,8007
2004,11,20,1,1,1,1,7528
2004,11,20,2,1,1,1,7054
2004,11,20,3,1,1,1,6916
2004,11,20,4,1,1,1,6811
2004,11,20,5,1,1,1,6825
2004,11,20,6,1,1,1,6915
2004,11,20,7,1,1,1,7065
2004,11,20,8,1,1,1,7240
2004,11,20,9,1,1,1,7593
2004,11,20,10,1,1,1,7964
2004,11,20,11,1,1,1,8181
2004,11,20,12,1,1,1,8337
2004,11,20,13,1,1,1,8405
2004,11,20,14,1,1,1,8401
2004,11,20,15,1,1,1,8404
2004,11,20,16,1,1,1,8406
2004,11,20,17,1,1,1,8498
2004,11,20,18,1,1,1,8857
2004,11,20,19,1,1,1,8833
2004,11,20,20,1,1,1,8707
2004,11,20,21,1,1,1,8628
2004,11,20,22,1,1,1,8526
2004,11,20,23,1,1,1,8332
2004,11,20,24,1,1,1,7776
2004,11,21,1,1,1,1,7566
2004,11,21,2,1,1,1,7325
2004,11,21,3,1,1,1,7114
2004,11,21,4,1,1,1,6963
2004,11,21,5,1,1,1,6900
2004,11,21,6,1,1,1,6889
2004,11,21,7,1,1,1,6951
2004,11,21,8,1,1,1,6982
2004,11,21,9,1,1,1,7392
2004,11,21,10,1,1,1,7810
2004,11,21,11,1,1,1,8107
2004,11,21,12,1,1,1,8226
2004,11,21,13,1,1,1,8401
2004,11,21,14,1,1,1,8513
2004,11,21,15,1,1,1,8493
2004,11,21,16,1,1,1,8550
2004,11,21,17,1,1,1,8735
2004,11,21,18,1,1,1,9206
2004,11,21,19,1,1,1,9173
2004,11,21,20,1,1,1,9047
2004,11,21,21,1,1,1,8907
2004,11,21,22,1,1,1,8755
2004,11,21,23,1,1,1,8404
2004,11,21,24,1,1,1,7983
2004,11,22,1,0,0,1,7570
2004,11,22,2,0,0,1,7335
2004,11,22,3,0,0,1,7252
2004,11,22,4,0,0,1,7272
2004,11,22,5,0,0,1,7376
2004,11,22,6,0,0,1,7747
2004,11,22,7,0,0,1,8333
2004,11,22,8,0,0,1,8623
2004,11,22,9,0,0,1,8874
2004,11,22,10,0,0,1,9079
2004,11,22,11,0,0,1,9277
2004,11,22,12,0,0,1,9440
2004,11,22,13,0,0,1,9563
2004,11,22,14,0,0,1,9692
2004,11,22,15,0,0,1,9750
2004,11,22,16,0,0,1,9760
2004,11,22,17,0,0,1,9779
2004,11,22,18,0,0,1,9985
2004,11,22,19,0,0,1,9857
2004,11,22,20,0,0,1,9663
2004,11,22,21,0,0,1,9473
2004,11,22,22,0,0,1,9243
2004,11,22,23,0,0,1,8790
2004,11,22,24,0,0,1,8224
2004,11,23,1,0,0,1,7989
2004,11,23,2,0,0,1,7678
2004,11,23,3,0,0,1,7482
2004,11,23,4,0,0,1,7401
2004,11,23,5,0,0,1,7477
2004,11,23,6,0,0,1,7851
2004,11,23,7,0,0,1,8521
2004,11,23,8,0,0,1,8847
2004,11,23,9,0,0,1,9130
2004,11,23,10,0,0,1,9548
2004,11,23,11,0,0,1,9903
2004,11,23,12,0,0,1,9967
2004,11,23,13,0,0,1,10189
2004,11,23,14,0,0,1,10434
2004,11,23,15,0,0,1,10579
2004,11,23,16,0,0,1,10634
2004,11,23,17,0,0,1,10691
2004,11,23,18,0,0,1,10911
2004,11,23,19,0,0,1,11053
2004,11,23,20,0,0,1,10824
2004,11,23,21,0,0,1,10658
2004,11,23,22,0,0,1,10259
2004,11,23,23,0,0,1,9210
2004,11,23,24,0,0,1,8445
2004,11,24,1,0,0,1,6873
2004,11,24,2,0,0,1,6555
2004,11,24,3,0,0,1,6374
2004,11,24,4,0,0,1,6322
2004,11,24,5,0,0,1,6434
2004,11,24,6,0,0,1,6795
2004,11,24,7,0,0,1,7386
2004,11,24,8,0,0,1,7724
2004,11,24,9,0,0,1,8137
2004,11,24,10,0,0,1,8502
2004,11,24,11,0,0,1,8706
2004,11,24,12,0,0,1,8695
2004,11,24,13,0,0,1,8632
2004,11,24,14,0,0,1,8619
2004,11,24,15,0,0,1,8474
2004,11,24,16,0,0,1,8402
2004,11,24,17,0,0,1,8401
2004,11,24,18,0,0,1,8675
2004,11,24,19,0,0,1,8946
2004,11,24,20,0,0,1,8754
2004,11,24,21,0,0,1,8683
2004,11,24,22,0,0,1,8477
2004,11,24,23,0,0,1,8178
2004,11,24,24,0,0,1,7783
2004,11,25,1,1,0,1,7378
2004,11,25,2,1,0,1,7090
2004,11,25,3,1,0,1,6936
2004,11,25,4,1,0,1,6911
2004,11,25,5,1,0,1,7025
2004,11,25,6,1,0,1,7174
2004,11,25,7,1,0,1,7274
2004,11,25,8,1,0,1,7380
2004,11,25,9,1,0,1,7643
2004,11,25,10,1,0,1,7711
2004,11,25,11,1,0,1,7726
2004,11,25,12,1,0,1,7628
2004,11,25,13,1,0,1,7424
2004,11,25,14,1,0,1,7216
2004,11,25,15,1,0,1,7047
2004,11,25,16,1,0,1,6961
2004,11,25,17,1,0,1,6923
2004,11,25,18,1,0,1,7244
2004,11,25,19,1,0,1,7576
2004,11,25,20,1,0,1,7606
2004,11,25,21,1,0,1,7641
2004,11,25,22,1,0,1,7600
2004,11,25,23,1,0,1,7476
2004,11,25,24,1,0,1,7206
2004,11,26,1,1,0,1,7175
2004,11,26,2,1,0,1,6988
2004,11,26,3,1,0,1,6867
2004,11,26,4,1,0,1,6854
2004,11,26,5,1,0,1,7076
2004,11,26,6,1,0,1,7389
2004,11,26,7,1,0,1,7555
2004,11,26,8,1,0,1,7545
2004,11,26,9,1,0,1,7762
2004,11,26,10,1,0,1,7988
2004,11,26,11,1,0,1,8132
2004,11,26,12,1,0,1,8107
2004,11,26,13,1,0,1,8115
2004,11,26,14,1,0,1,8119
2004,11,26,15,1,0,1,8161
2004,11,26,16,1,0,1,8167
2004,11,26,17,1,0,1,8238
2004,11,26,18,1,0,1,8650
2004,11,26,19,1,0,1,8907
2004,11,26,20,1,0,1,8737
2004,11,26,21,1,0,1,8665
2004,11,26,22,1,0,1,8475
2004,11,26,23,1,0,1,8214
2004,11,26,24,1,0,1,7832
2004,11,27,1,0,1,1,7223
2004,11,27,2,0,1,1,6955
2004,11,27,3,0,1,1,6753
2004,11,27,4,0,1,1,6673
2004,11,27,5,0,1,1,6675
2004,11,27,6,0,1,1,6751
2004,11,27,7,0,1,1,6828
2004,11,27,8,0,1,1,6792
2004,11,27,9,0,1,1,7143
2004,11,27,10,0,1,1,7498
2004,11,27,11,0,1,1,7746
2004,11,27,12,0,1,1,7830
2004,11,27,13,0,1,1,7831
2004,11,27,14,0,1,1,7767
2004,11,27,15,0,1,1,7802
2004,11,27,16,0,1,1,7731
2004,11,27,17,0,1,1,7704
2004,11,27,18,0,1,1,7976
2004,11,27,19,0,1,1,8170
2004,11,27,20,0,1,1,8085
2004,11,27,21,0,1,1,8064
2004,11,27,22,0,1,1,7905
2004,11,27,23,0,1,1,7653
2004,11,27,24,0,1,1,7347
2004,11,28,1,1,1,1,7040
2004,11,28,2,1,1,1,6934
2004,11,28,3,1,1,1,6796
2004,11,28,4,1,1,1,6711
2004,11,28,5,1,1,1,6729
2004,11,28,6,1,1,1,6766
2004,11,28,7,1,1,1,6896
2004,11,28,8,1,1,1,6833
2004,11,28,9,1,1,1,7071
2004,11,28,10,1,1,1,7266
2004,11,28,11,1,1,1,7351
2004,11,28,12,1,1,1,7395
2004,11,28,13,1,1,1,7444
2004,11,28,14,1,1,1,7474
2004,11,28,15,1,1,1,7500
2004,11,28,16,1,1,1,7515
2004,11,28,17,1,1,1,7663
2004,11,28,18,1,1,1,8181
2004,11,28,19,1,1,1,8452
2004,11,28,20,1,1,1,8392
2004,11,28,21,1,1,1,8336
2004,11,28,22,1,1,1,8069
2004,11,28,23,1,1,1,7639
2004,11,28,24,1,1,1,7331
2004,11,29,1,1,0,1,6969
2004,11,29,2,1,0,1,6787
2004,11,29,3,1,0,1,6671
2004,11,29,4,1,0,1,6699
2004,11,29,5,1,0,1,6910
2004,11,29,6,1,0,1,7393
2004,11,29,7,1,0,1,8173
2004,11,29,8,1,0,1,8392
2004,11,29,9,1,0,1,8577
2004,11,29,10,1,0,1,8903
2004,11,29,11,1,0,1,9203
2004,11,29,12,1,0,1,9410
2004,11,29,13,1,0,1,9605
2004,11,29,14,1,0,1,9776
2004,11,29,15,1,0,1,9925
2004,11,29,16,1,0,1,10055
2004,11,29,17,1,0,1,10174
2004,11,29,18,1,0,1,10472
2004,11,29,19,1,0,1,10570
2004,11,29,20,1,0,1,10448
2004,11,29,21,1,0,1,10249
2004,11,29,22,1,0,1,9784
2004,11,29,23,1,0,1,9032
2004,11,29,24,1,0,1,8308
2004,11,30,1,0,0,1,7305
2004,11,30,2,0,0,1,7149
2004,11,30,3,0,0,1,6934
2004,11,30,4,0,0,1,6885
2004,11,30,5,0,0,1,7011
2004,11,30,6,0,0,1,7493
2004,11,30,7,0,0,1,8298
2004,11,30,8,0,0,1,8590
2004,11,30,9,0,0,1,8571
2004,11,30,10,0,0,1,8745
